character,gender,good_vs_bad,universe,first_movie,release_year,sentiment_score
Zelda (The Fox and the Hound),Female,Neutral,Disney,The Fox and the Hound 2,2006,5.41139705882353
Malvina Monroe,Female,Villain,Disney,Disenchanted,2022,5.557977011494249
Ruby,Female,Neutral,Disney,Lady and the Tramp II: Scamp's Adventure,2001,5.713948339483394
Abigail Bullion,Female,Heroine,Disney,None,None,5.517363420427555
George Willikers,Male,Villain,Disney,None,None,5.532203389830509
The Phantom,Male,Villain,Disney,Let's Go to Disneyland Paris,None,5.397063403781977
Spirit of Big Thunder,Other,Villain,Disney,None,None,5.370835351089588
Bride,Female,Neutral,Disney,Let's Go to Disneyland Paris,None,5.4917582417582365
Constance Hatchaway,Female,Villain,Disney,None,None,5.427617702448216
George Hightower,Male,Neutral,Disney,None,None,5.4468287037037
Hitchhiking Ghosts,Male,Villain,Disney,The Haunted Mansion,None,5.404688304997422
Martha Ravenswood,Female,Neutral,Disney,None,None,5.475999999999996
Mara (Indiana Jones),Male,Villain,Other,None,None,5.432505330490401
The Mummy,Male,Neutral,Other,None,None,5.337065803667741
Yeti,Female,Villain,Disney,None,None,5.407818968180422
Aletta,Female,Neutral,Disney,None,None,5.639120879120878
Patrick (Soarin'),Male,Neutral,Disney,None,None,5.501185185185184
Donald Ross,Male,Hero,Disney,The Island at the Top of the World,1974,5.747500000000001
Freyja,Female,Heroine,Disney,The Island at the Top of the World,1974,5.746379310344829
Oomiak,Male,Hero,Disney,The Island at the Top of the World,1974,5.631962616822431
Professor Ivarsson,Male,Neutral,Disney,The Island at the Top of the World,1974,5.547444444444444
Sir Anthony Ross,Male,Neutral,Disney,The Island at the Top of the World,1974,5.667583892617449
The Godi,Other,Villain,Disney,The Island at the Top of the World,1974,5.3155223880597005
Conseil,Male,Hero,Disney,"20,000 Leagues Under the Sea",1954,5.314938875305619
Pierre Aronnax,Male,Hero,Disney,"20,000 Leagues Under the Sea",1954,5.33770547945205
Captain Gore,Male,Villain,Disney,None,None,5.339474313022698
Amicus Arcane,Male,Neutral,Disney,None,None,5.479999999999997
Esmeralda (Disneyland),Female,Neutral,Disney,None,None,5.507647058823532
Molly McGee,Female,Heroine,Disney,None,None,5.563000000000002
Redd,Female,Villain,Disney,Pirates of the Caribbean: The Curse of the Black Pearl,2003,5.366458598726114
Sally Shine,Female,Neutral,Disney,Tower of Terror,1997,5.383113101903689
Scratch (The Ghost and Molly McGee),Male,Hero,Disney,None,None,5.363807692307695
Beatrice Rose Endicott,Female,Heroine,Disney,None,None,5.437544169611304
Cornelius Endicott II,Male,Neutral,Disney,None,None,5.463299418604649
Manfred Strang,Male,Hero,Disney,None,None,5.278276836158189
Beheaded Knight,Male,Neutral,Disney,The Haunted Mansion,None,5.404807073954981
Danny Crowe,Male,Hero,Disney,None,None,5.339035187287168
Ghost Relations Department,Other,Neutral,Disney,None,None,5.345286624203822
Jim Evers,Male,Hero,Disney,The Haunted Mansion,None,5.422672540381789
Skeletons,Male,Villain,Disney,None,None,5.417943831494485
The Executioner,Male,Neutral,Disney,The Haunted Mansion,None,5.356375404530738
The Singing Busts,Other,Hero,Disney,The Haunted Mansion,None,5.407577720207258
Atticus Thorn,Male,Villain,Disney,None,None,5.185873493975902
Ramsley,Male,Villain,Disney,The Haunted Mansion,None,5.334684931506844
Raven (The Haunted Mansion),Male,Neutral,Disney,The Haunted Mansion,None,5.4242641509433955
The Sinister 11,Female,Villain,Disney,None,None,5.396567534076826
April-December,Female,Neutral,Disney,None,None,5.469801980198022
Little Leota,Female,Neutral,Disney,None,None,5.337224383916991
Sara Evers,Female,Heroine,Disney,The Haunted Mansion,None,5.552307692307689
Bartholomew,Male,Neutral,Disney,The Great Mouse Detective,1986,5.350710900473931
Felicia,Female,Villain,Disney,The Great Mouse Detective,1986,5.504126394052044
Fidget the Bat,Male,Hero,Disney,The Great Mouse Detective,1986,5.362619300106046
Mouse Queen,Female,Heroine,Disney,The Great Mouse Detective,1986,5.505456790123456
Mr. Flaversham,Male,Hero,Disney,The Great Mouse Detective,1986,5.55202733485193
Thugs (The Great Mouse Detective),Other,Villain,Disney,The Great Mouse Detective,1986,5.33620754716981
Di Amara,Female,Villain,Disney,None,None,5.336492994746057
Trina,Other,Villain,Disney,None,None,5.44655121591746
Chief Cruz,Male,Neutral,Disney,None,None,5.407649635036494
AC and DC,Other,Neutral,Disney,None,None,5.492663934426227
Chris (Big Hero 6),Male,Villain,Disney,None,None,5.370242179616547
Liv Amara,Female,Heroine,Disney,None,None,5.498328611898014
Nega-Globby (character),Male,Villain,Disney,None,None,5.453855421686746
Trevor Trengrove,Male,Neutral,Other,None,None,5.519802955665023
Mei Kusakabe,Female,Heroine,Other,My Neighbor Totoro,1988,5.602680652680651
Satsuki Kusakabe,Female,Heroine,Other,My Neighbor Totoro,1988,5.684586894586889
Supersonic Sue (character),Female,Villain,Disney,None,None,5.414222737819022
Voyd,Female,Heroine,Pixar,Incredibles 2,2018,5.451384928716906
Alice (Alice's Wonderland Bakery),Female,Heroine,Disney,None,None,5.689415584415584
Alice Kingsleigh,Female,Heroine,Disney,Alice in Wonderland,None,5.4175073486184635
Alice's Sister,Female,Neutral,Disney,Alice in Wonderland,None,5.622430167597765
Ally,Female,Heroine,Disney,None,None,5.723468013468014
Andrea Sage,Female,Villain,Other,None,None,5.281552346570396
Cyrus (Once Upon a Time in Wonderland),Male,Hero,Disney,None,None,5.6024260355029565
Dodo,Male,Hero,Disney,Alice in Wonderland,None,5.524716494845357
Hansel and Gretel,Female,Hero,Disney,Hansel and Gretel,None,5.33720793534166
Mary Ann,Female,Heroine,Disney,Alice in Wonderland,None,5.415803331542186
Nymphs,Female,Neutral,Disney,Hercules,1997,5.683396739130431
Baker,Male,Neutral,Disney,Cinderella II: Dreams Come True,2002,5.591892201834862
Lucinda (Into the Woods),Female,Villain,Disney,Into the Woods,2014,5.441794871794864
Minerva,Female,Villain,Disney,Rodgers & Hammerstein's Cinderella,1997,5.42062992125984
Sir Pellinore,Male,Hero,Disney,The Sword in the Stone,1963,5.555895196506549
King Hubert,Male,Hero,Disney,Sleeping Beauty,1959,5.460170040485828
King Roland II,Male,Hero,Disney,Sofia the First: Once Upon a Princess,2012,5.530801559792029
Queen Ingrith,Female,Villain,Disney,Maleficent: Mistress of Evil,2019,5.338907823392719
Beast (Marvel),Male,Hero,Marvel,X2: X-Men United,None,5.365759075907589
Music Box,Other,Neutral,Disney,Beauty and the Beast,None,5.534224924012155
Thunder,Male,Neutral,Disney,None,None,5.4647000000000014
Belle's Suitors,Male,Villain,Disney,Beauty and the Beast,None,5.397140672782874
Freddie Facilier,Female,Heroine,Disney,None,None,5.467740384615387
Harry Hook,Male,Villain,Disney,Descendants 2,2017,5.391295418641383
Jack and Jill,Female,Heroine,Disney,None,None,5.57432098765432
Angelique,Female,Heroine,Disney,Beauty and the Beast: The Enchanted Christmas,1997,5.5166130653266325
Chef Bouche,Male,Hero,Disney,Beauty and the Beast,None,5.439019138755977
Coat Rack,Male,Hero,Disney,Beauty and the Beast,None,5.406595135908438
Fife,Male,Hero,Disney,Beauty and the Beast: The Enchanted Christmas,1997,5.400397456279804
Jean Potts,Male,Neutral,Disney,Beauty and the Beast,None,5.494931972789113
The Potts Children,Female,Neutral,Disney,Beauty and the Beast,None,5.610370370370369
Villagers,Female,Neutral,Disney,Beauty and the Beast,None,5.327809168443503
Herald,Male,Neutral,Disney,Cinderella,None,5.544808126410838
Katrina Van Tassel,Female,Heroine,Disney,The Adventures of Ichabod and Mr. Toad,1949,5.565415162454873
Lizard Footmen,Male,Hero,Disney,Cinderella,None,5.43651214128035
Major (Cinderella),Male,Neutral,Disney,Cinderella,None,5.5558490566037735
Charley,Male,Neutral,Disney,Beauty and the Beast,None,5.5317447916666636
Cadenza,Male,Hero,Disney,Beauty and the Beast,None,5.345853061224485
Witherspoon,Other,Neutral,Disney,Beauty and the Beast: Belle's Magical World,1998,5.49327586206896
Facilier's Shadow,Male,Villain,Disney,The Princess and the Frog,2009,5.381306740027508
Waltzing Dead,Female,Neutral,Disney,The Haunted Mansion,None,5.443035935563815
Calliope,Female,Villain,Disney,Rodgers & Hammerstein's Cinderella,1997,5.46213666987488
Dizzy Tremaine,Female,Heroine,Disney,Descendants 2,2017,5.515870206489673
Beth Maza,Female,Heroine,Disney,None,None,5.6201532567049775
Cagney,Male,Neutral,Disney,None,None,5.555547445255475
Delilah (Gargoyles),Female,Neutral,Disney,None,None,5.4200214132762286
Demona,Female,Villain,Disney,None,None,5.37826544021024
Diane Maza,Female,Heroine,Disney,None,None,5.415791139240507
Peter Maza,Male,Neutral,Disney,None,None,5.600152091254752
Puck (Gargoyles),Male,Neutral,Disney,None,None,5.424477611940296
Talon,Male,Neutral,Disney,None,None,5.395667046750279
Titania (Gargoyles),Female,Neutral,Disney,None,None,5.530344827586203
Dr. Ivan Krank,Male,Villain,Disney,Teacher's Pet: The Movie,2004,5.383231788079471
Grim Gloom,Male,Villain,Disney,None,None,5.496926605504583
Hildy Gloom,Female,Villain,Disney,None,None,5.474008438818562
Pacha,Male,Hero,Disney,The Emperor's New Groove,2000,5.437094594594596
Mary Darling,Female,Heroine,Disney,Peter Pan,1953,5.594084051724138
Nana,Female,Heroine,Disney,Peter Pan,1953,5.524053738317754
Ernesto de la Cruz,Male,Villain,Pixar,Coco,2017,5.3646895610643455
Isla,Female,Villain,Other,None,None,5.430427631578947
Mother Flora,Female,Heroine,Other,None,None,5.647422360248444
Seraphina,Female,Villain,Other,None,None,5.398356164383554
Shorty,Male,Hero,Disney,Tangled,2010,5.290848708487084
Tromus,Other,Villain,Disney,None,None,5.4517275280898865
Witch (Into the Woods),Female,Villain,Disney,Into the Woods,2014,5.410454029511921
Chandeleria,Female,Heroine,Disney,Beauty and the Beast: Belle's Magical World,1998,5.456390977443608
Beowulf,Male,Villain,Other,None,None,5.150479616306955
Kekata,Other,Neutral,Disney,Pocahontas,1995,5.437173447537476
King James,Male,Neutral,Disney,Pocahontas,1995,5.425525078369902
Mrs. Jenkins,Female,Neutral,Disney,Pocahontas II: Journey to a New World,1998,5.519910873440279
Nakoma,Female,Heroine,Disney,Pocahontas,1995,5.447241063244731
Percy (Pocahontas),Male,Hero,Disney,Pocahontas,1995,5.4460703363914345
Queen Anne,Female,Neutral,Disney,Pocahontas II: Journey to a New World,1998,5.488891843971627
Thomas,Male,Hero,Disney,Pocahontas,1995,5.3101804393305425
Uttamatomakkin,Male,Hero,Disney,Pocahontas II: Journey to a New World,1998,5.3891738594328045
Borra,Male,Neutral,Disney,Maleficent: Mistress of Evil,2019,5.29850122850123
Minstrel,Male,Neutral,Disney,Sleeping Beauty,1959,5.640558510638299
Samson,Male,Hero,Disney,Sleeping Beauty,1959,5.549038167938932
Alacazar,Male,Neutral,Disney,Elena and the Secret of Avalor,2016,5.41418478260869
Clover,Male,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.532700329308448
Grand Mum,Female,Heroine,Disney,None,None,5.663269230769226
Jade (Sofia the First),Female,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.562844344904817
King Roland I,Male,Neutral,Disney,None,None,5.679072681704258
Mateo,Male,Neutral,Disney,Elena and the Secret of Avalor,2016,5.399105022831045
Prince James,Male,Hero,Disney,Sofia the First: Once Upon a Princess,2012,5.5119883203559565
Queen Miranda,Female,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.57645104895105
Ruby Hanshaw,Female,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.648166666666666
Shuriki,Female,Villain,Disney,Elena and the Secret of Avalor,2016,5.360925364913258
Sir Bartleby,Male,Hero,Disney,None,None,5.550449101796403
Baileywick,Male,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.5454374158815565
Chrysta,Female,Neutral,Disney,None,None,5.458012861736335
Mia (Sofia the First),Female,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.744496644295302
Orion (Sofia the First),Male,Hero,Disney,None,None,5.468859315589352
Prince Desmond,Male,Neutral,Disney,None,None,5.563205804749343
Princess Vivian,Female,Heroine,Disney,Sofia the First: Once Upon a Princess,2012,5.6683315508021375
Prisma,Female,Villain,Disney,None,None,5.386204819277102
Robin (Sofia the First),Female,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.78270769230769
Twitch (Sofia the First),Male,Villain,Disney,None,None,5.352141491395789
Vega (Sofia the First),Female,Heroine,Disney,None,None,5.63010471204188
Whatnaught,Male,Neutral,Disney,Sofia the First: Once Upon a Princess,2012,5.715489361702127
Wormwood,Male,Villain,Disney,Sofia the First: Once Upon a Princess,2012,5.4434
Nana II,Female,Heroine,Disney,Return to Never Land,2002,5.592646048109959
Caterpillar,Male,Neutral,Disney,Alice in Wonderland,None,5.50698555956678
Elizabeth (Once Upon a Time in Wonderland),Female,Heroine,Other,None,None,5.4499850523168885
Jabberwocky (Once Upon a Time in Wonderland),Female,Villain,Other,None,None,5.376680851063824
Knave of Hearts,Male,Villain,Disney,Alice in Wonderland,None,5.407857142857146
White King,Male,Neutral,Disney,Alice Through the Looking Glass,2016,5.565400410677622
White Queen,Female,Heroine,Disney,Alice in Wonderland,None,5.5238245033112525
Bad-Anon,Female,Villain,Other,Wreck-It Ralph,2012,5.326121157323681
Double Dan,Male,Neutral,Disney,Ralph Breaks the Internet,2018,5.361935914552737
Eboy,Male,Neutral,Disney,Ralph Breaks the Internet,2018,5.525934065934062
Gene,Male,Neutral,Disney,Wreck-It Ralph,2012,5.413966005665718
Gord,Male,Neutral,Disney,Ralph Breaks the Internet,2018,5.406798679867981
KnowsMore,Male,Hero,Disney,Ralph Breaks the Internet,2018,5.499513960703203
Nicelanders,Female,Neutral,Disney,Wreck-It Ralph,2012,5.4698732943469786
Spamley,Male,Hero,Disney,Ralph Breaks the Internet,2018,5.489150326797387
Kiko Tanaka,Female,Heroine,Disney,None,None,5.603707865168538
Mbita,Male,Hero,Other,None,None,5.633259493670886
Sofia (Baymax!),Female,Heroine,Disney,None,None,5.662491228070176
Yachi,Female,Hero,Disney,None,None,5.502499999999996
Felony Carl,Male,Neutral,Disney,None,None,5.69940366972477
Megan Cruz,Female,Heroine,Disney,None,None,5.502503067484662
Officer Ester,Female,Neutral,Disney,Bolt,2008,5.592287581699348
Roddy Blair,Male,Hero,Disney,None,None,5.503530864197532
Hardlight (character),Male,Villain,Disney,None,None,5.5467780429594296
Cinderella's Stepmother,Female,Villain,Disney,Rodgers & Hammerstein's Cinderella,1997,5.474867724867718
Abigail Chase,Female,Heroine,Disney,National Treasure,2004,5.4104219409282654
Benjamin Gates,Male,Hero,Disney,National Treasure,2004,5.396151790486369
Ian Howe,Male,Villain,Disney,National Treasure,2004,5.312955390334568
Mitch Wilkinson,Male,Villain,Disney,National Treasure: Book of Secrets,2007,5.632643678160917
Patrick Henry Gates,Male,Neutral,Disney,National Treasure,2004,5.579931506849312
Riley Poole,Male,Hero,Disney,National Treasure,2004,5.476670454545451
Aunt Rose and Uncle Chuck,Female,Neutral,Disney,None,None,5.552285714285716
Brock and Vonnie Zero,Female,Neutral,Disney,None,None,5.447962962962965
Brock Zero,Male,Hero,Disney,None,None,5.67084745762712
Phyllis,Female,Neutral,Disney,None,None,5.52639097744361
Principal Larry,Other,Villain,Disney,None,None,5.403846153846155
Rippen,Male,Villain,Disney,None,None,5.4215519999999975
Sashi Kobayashi,Female,Heroine,Disney,None,None,5.541029411764697
Vonnie Zero,Female,Hero,Disney,None,None,5.635412844036699
Crystal Skull,Other,Villain,Other,None,None,5.4028146853146835
Mola Ram,Male,Villain,Other,Indiana Jones and the Temple of Doom,None,5.255578703703699
Angelica,Female,Heroine,Disney,Pirates of the Caribbean: On Stranger Tides,2011,5.398930288461547
Arabella Smith,Female,Neutral,Disney,None,None,5.558055555555555
Colonel Critchlow Sunchbench,Male,Hero,Disney,None,None,5.503449074074081
Ellie the Elephant,Other,Neutral,Disney,None,None,5.5365271966527185
Emil Bleehall,Male,Neutral,Disney,None,None,5.6613592233009715
Jack Sparrow's Mother,Female,Neutral,Disney,Pirates of the Caribbean: At World's End,2007,5.482320441988949
Lampie,Male,Hero,Disney,Pete's Dragon,1977,5.436350053361796
Mara,Female,Heroine,Disney,None,None,5.3807488986784096
Orange Bird,Male,Neutral,Disney,None,None,5.729010367577759
Pelegostos Tribe,Female,Villain,Disney,Pirates of the Caribbean: Dead Man's Chest,2006,5.3506991869918705
Shaman of Songs,Female,Neutral,Other,None,None,5.634210526315792
Uku,Male,Neutral,Pixar,Finding Dory,2016,5.6393450881612095
Abigail Gregory,Female,Villain,Disney,Tower of Terror,1997,5.460321199143469
Anna Petterson,Female,Heroine,Disney,None,None,5.517664233576643
Buzzy Crocker,Male,Hero,Disney,None,None,5.284426229508197
Carolyn Crosson,Female,Neutral,Disney,Tower of Terror,1997,5.379305912596402
Emeline Partridge,Female,Neutral,Disney,Tower of Terror,1997,5.302095238095237
Gilbert London,Male,Neutral,Disney,Tower of Terror,1997,5.343466334164589
Dewey Todd,Male,Neutral,Disney,Tower of Terror,1997,5.3081913303437975
Bellhops,Other,Villain,Disney,None,None,5.368723640399558
Great Grand Dude,Other,Hero,Disney,None,None,5.488181818181819
Abigail Markham,Female,Neutral,Disney,None,None,5.630421686746988
Baby Baboon,Male,Hero,Disney,Tarzan,1999,5.498780487804879
Kala,Female,Heroine,Disney,Tarzan,1999,5.492457757296462
Kerchak and Kala's Baby,Male,Neutral,Disney,Tarzan,1999,5.5637807606264
Queen La,Female,Villain,Disney,None,None,5.346557440246718
Tarzan's Parents,Female,Neutral,Disney,Tarzan,1999,5.547070844686643
Clayton's Men,Male,Villain,Disney,Tarzan,1999,5.290649122807013
George of the Jungle (character),Male,Hero,Disney,George of the Jungle,1997,5.363151515151508
Renard Dumont,Male,Neutral,Disney,Tarzan & Jane,2002,5.4636824324324325
Samuel T. Philander,Male,Villain,Disney,None,None,5.305982721382288
Tublat,Male,Villain,Disney,None,None,5.3707276995305175
Dania,Female,Neutral,Disney,None,None,5.494054054054051
Flynt and Mungo,Male,Hero,Disney,Tarzan,1999,5.426782608695651
Gobu,Male,Hero,Disney,None,None,5.405707831325296
Queen Hippsodeth,Female,Neutral,Disney,None,None,5.588372093023251
Count Nikolas Rokoff,Male,Villain,Disney,None,None,5.3554545454545455
Lady Waltham,Female,Heroine,Disney,None,None,5.344075993091531
Kaj,Male,Villain,Other,None,None,5.3215718157181575
Leopard Men,Female,Hero,Disney,None,None,5.350316265060233
Uto and Kago,Male,Villain,Disney,Tarzan II,2005,5.334734446130499
Robert Canler,Male,Villain,Disney,Tarzan & Jane,2002,5.380075301204821
Ape,Other,Hero,Disney,George of the Jungle,1997,5.391633027522929
Arthur Stanhope,Male,Hero,Disney,George of the Jungle,1997,5.477847222222217
Babi,Male,Neutral,Disney,Treasure Buddies,2012,5.4818064516129
Beatrice Stanhope,Female,Villain,Disney,George of the Jungle,1997,5.462938144329894
George Jr.,Male,Hero,Disney,George of the Jungle,1997,5.522139303482584
